month,city,JSD_score,Spearman_cor,quarter
7,New York,0.16951264413417427,-0.0211038961038961,0
7,Newport,3.3143692300965704e-15,1.0,0
7,Okemah,-4.06194927548296e-17,1.0,0
7,Queens,0.16933943896148101,0.5178571428571429,0
7,Rochester,7.445732438558009e-19,1.0,0
7,San Diego,0.13772820306860098,0.49642857142857105,0
7,Twin Lakes,0.0,1.0,0
7,Washington,0.127057068120356,0.33928571428571397,0
8,Arrington,0.0,1.0,0
8,Atlantic City,0.0,1.0,0
8,Big Sky,9.42442370658343e-17,1.0,0
8,Black Rock Desert,0.0,1.0,0
8,Boulder,0.0,1.0,0
8,Brecon Beacons,0.0,1.0,0
8,Brooklyn,0.275665323497244,0.175,0
8,Charleston,0.12485082754955999,0.675,0
8,Chicago,0.19864566228264802,-0.43928571428571395,0
8,Clarksdale,0.0315030005777608,0.992857142857143,0
8,Fayetteville,0.0,1.0,0
8,Happy Valley,3.512657704139158e-17,1.0,0
8,Inglewood,0.0,1.0,0
8,Los Angeles,0.2391902185434474,-0.25051020408163244,0
8,Missoula,0.0,1.0,0
8,Nashville,0.17658594234255137,-0.36964285714285705,0
8,New Orleans,0.255614041520939,-0.146428571428571,0
8,New York,0.19779583036829795,0.05844155844155841,0
8,Newport,3.3494388640742e-15,0.6714285714285712,0
8,Philadelphia,0.18330261326487504,0.24285714285714302,0
8,Portland,0.0,1.0,0
8,Queens,0.0700608089956655,0.101876716283584,0
8,Reading,0.0,1.0,0
8,San Francisco,0.122480976303922,0.0821428571428571,0
8,Sturgis,-4.8043150789362196e-17,1.0,0
8,Telluride,0.0176458786805273,0.932142857142857,0
8,Wantagh,0.0,1.0,0
9,Atlanta,0.16649668732990822,0.8478571428571426,0
9,Austin,0.2595683462082705,-0.03928571428571403,0
9,Black Rock Desert,0.0,1.0,0
9,Bristol,1.48916548874733e-18,1.0,0
9,Brooklyn,0.19708128552938817,0.1613095238095237,0
9,Burgettstown,0.0,,0
9,Charleston,0.12485082754955999,0.6750000000000002,0
9,Chicago,0.2469599335633085,0.05178571428571457,0
9,Cincinnati,0.0652282749763324,1.0,0
9,Dana Point,0.137301373355531,0.9964285714285709,0
9,Detroit,0.10143131916534201,0.982142857142857,0
9,Dewey Beach,0.0,1.0,0
9,Foxborough,0.0,1.0,0
9,Franklin,0.0,1.0,0
9,Isle of Wight,2.9567147716881296e-17,1.0,0
9,Las Vegas,0.24258949881904027,-0.17182539682539674,0
9,London,0.179899990399499,0.11250000000000002,0
9,Los Angeles,0.24781198814642927,-0.14132653061224487,0
9,Louisville,0.14021122735096395,0.5428571428571427,0
9,Miami,0.21540825276312198,0.24285714285714302,0
9,Milwaukee,0.17762284055318867,0.7214285714285709,0
9,Montreal,0.0,1.0,0
9,Nashville,0.19806545785767998,0.5091836734693876,0
9,New York,0.2007912816402667,-0.013945380064930003,0
9,Philadelphia,0.13238768150289,0.27857142857142897,0
9,Queens,0.1351413617849378,0.2399051663719877,0
9,Raleigh,0.1472443411189921,0.2603571428571425,0
9,San Francisco,0.22612226841723598,-0.03654160548908279,0
9,San Jose,0.0,1.0,0
9,Seattle,0.14337763753572302,0.9892857142857142,0
9,Telluride,0.0176458786805273,0.932142857142857,0
9,Toronto,0.0,1.0,0
9,Washington,0.0386334171517779,0.5714285714285711,0
10,Aberdeen,0.0,1.0,0
10,Atlanta,0.13234820721043072,0.42499999999999993,0
10,Austin,0.1982847008813143,0.6188775510204084,0
10,Chicago,0.160279397295528,-0.18571428571428597,0
10,Hillsborough,0.0,1.0,0
10,Joshua Tree,0.0,1.0,0
10,Las Vegas,0.203161883851822,-0.23214285714285698,0
10,Los Angeles,0.30313855428506403,-0.14107142857142846,0
10,Memphis,0.156602819694718,0.167857142857143,0
10,Nashville,0.20779665399085398,-0.14553571428571452,0
10,New Orleans,0.24125363295169353,0.017857142857142978,0
10,New York,0.18125643486681814,-0.02228260869565199,0
10,Oakland,0.0,1.0,0
10,Palm Desert,6.18638169543844e-18,1.0,0
10,San Antonio,0.0696189353095219,0.9964285714285709,0
10,San Francisco,0.27074297484015647,-0.10446428571428583,0
10,Washington D.C.,0.0,1.0,0
10,Westminster,0.0,1.0,0
11,Beverly Hills,0.1329109762591343,0.5160714285714284,0
11,Dallas,0.0,1.0,0
11,Hollywood,0.18571022599499398,0.1,0
11,Las Vegas,0.3344249131018005,-0.0910714285714285,0
11,Los Angeles,0.21535556697317443,-0.13499999999999984,0
11,McDade,0.0,1.0,0
11,Nashville,0.1900990782216022,0.108035714285714,0
11,New York,0.1738114875933702,0.10257936507936528,0
11,Orlando,0.195343257404048,-0.0857142857142857,0
11,San Diego,0.13180938741218598,0.34642857142857103,0
11,Washington,0.2339678467684585,0.03035714285714286,0
12,Aspen,0.137301427462105,0.7642857142857141,0
12,Boston,0.0176147769071923,0.7214285714285709,0
12,Hollywood,0.131241376930956,0.2,0
12,Las Vegas,0.135041940259221,-0.45357142857142796,0
12,Los Angeles,0.17645891974257602,-0.0428571428571429,0
12,Marina Del Rey,0.0,1.0,0
12,Miami Beach,0.145968735020148,0.4678571428571429,0
12,New York,0.26741568019421996,-0.36071428571428604,0
12,South Lake Tahoe,7.42365803452899e-18,1.0,0
12,Washington,0.268656135915158,0.264285714285714,0
