"","date","month","city","state","event_name","JSD_score","Spearman_cor"
"295","27/4/2017",4,"Wilkesboro","NC","MerleFest",0,1
"296","27/4/2017",4,"Philadelphia","PA","NFL 2017 Draft",0.209313855503612,-0.0392857142857143
"297","28/4/2017",4,"New York","NY","Tribeca Film Festival",0.1574638925096,-0.0892857142857143
"298","28/4/2017",4,"Nashville","TN","Nashville Film Festival",0.239667529147505,0.157142857142857
"299","28/4/2017",4,"Wilkesboro","NC","MerleFest",0,1
"300","28/4/2017",4,"Philadelphia","PA","NFL 2017 Draft",0.209313855503612,-0.0392857142857143
"301","28/4/2017",4,"New Orleans","LA","New Orleans Jazz & Heritage Festival",0.25098043901593,0.407142857142857
"302","28/4/2017",4,"Las Cruces","NM","Las Cruces Country Music Festival",-6.21411634974213e-19,1
"303","28/4/2017",4,"Indio","CA","Stagecoach Festival",0.178984357608215,0.871428571428571
"304","29/4/2017",4,"New York","NY","Tribeca Film Festival",0.1574638925096,-0.0892857142857143
"305","29/4/2017",4,"Nashville","TN","Nashville Film Festival",0.239667529147505,0.157142857142857
"306","29/4/2017",4,"Wilkesboro","NC","MerleFest",0,1
"307","29/4/2017",4,"Philadelphia","PA","NFL 2017 Draft",0.209313855503612,-0.0392857142857143
"308","29/4/2017",4,"New Orleans","LA","New Orleans Jazz & Heritage Festival",0.25098043901593,0.407142857142857
"309","29/4/2017",4,"Las Cruces","NM","Las Cruces Country Music Festival",-6.21411634974213e-19,1
"310","29/4/2017",4,"Indio","CA","Stagecoach Festival",0.178984357608215,0.871428571428571
"311","29/4/2017",4,"Forth Worth","TX","Fortress Festival",0,1
"312","29/4/2017",4,"Washington","DC","White House Correspondentsäó» Association Dinner",0.168143610944758,0.217857142857143
"313","30/4/2017",4,"New York","NY","Tribeca Film Festival",0.1574638925096,-0.0892857142857143
"314","30/4/2017",4,"Wilkesboro","NC","MerleFest",0,1
"315","30/4/2017",4,"New Orleans","LA","New Orleans Jazz & Heritage Festival",0.25098043901593,0.407142857142857
"316","30/4/2017",4,"Las Cruces","NM","Las Cruces Country Music Festival",-6.21411634974213e-19,1
"317","30/4/2017",4,"Indio","CA","Stagecoach Festival",0.178984357608215,0.871428571428571
"318","30/4/2017",4,"Forth Worth","TX","Fortress Festival",0,1
"319","30/4/2017",4,"Hollywood","CA","MUSEXPO",0.156319347863008,-0.121428571428571
"320","30/4/2017",4,"Los Angeles","CA","Daytime Emmy Awards",0.147577292661478,-0.117857142857143
"321","1/5/17",5,"New Orleans","LA","New Orleans Jazz & Heritage Festival",0.25098043901593,0.407142857142857
"322","1/5/17",5,"Hollywood","CA","MUSEXPO",0.156319347863008,-0.121428571428571
"323","2/5/17",5,"New Orleans","LA","New Orleans Jazz & Heritage Festival",0.25098043901593,0.407142857142857
"324","2/5/17",5,"Hollywood","CA","MUSEXPO",0.156319347863008,-0.121428571428571
"325","2/5/17",5,"Nashville","TN","GRAMMY Block Party",0.143328213944303,0.0285714285714286
"326","3/5/17",5,"New Orleans","LA","New Orleans Jazz & Heritage Festival",0.25098043901593,0.407142857142857
"327","3/5/17",5,"Hollywood","CA","MUSEXPO",0.156319347863008,-0.121428571428571
"328","3/5/17",5,"Hollywood","CA","Worldwide Radio Summit",0.310326554222554,0.185714285714286
"329","3/5/17",5,"New York","NY","A Celebration Of The Music Of Jimmy Webb: The Cake And The Rain at Carnegie Hall",0.333165860171522,-0.221428571428571
"330","4/5/17",5,"New Orleans","LA","New Orleans Jazz & Heritage Festival",0.25098043901593,0.407142857142857
"331","4/5/17",5,"Hollywood","CA","Worldwide Radio Summit",0.310326554222554,0.185714285714286
"332","5/5/17",5,"New Orleans","LA","New Orleans Jazz & Heritage Festival",0.25098043901593,0.407142857142857
"333","5/5/17",5,"Hollywood","CA","Worldwide Radio Summit",0.310326554222554,0.185714285714286
"334","5/5/17",5,"Memphis","TN","Beale Street Music Festival",0.178083641167221,0.717857142857143
"335","5/5/17",5,"Louisville","KY","The Kentucky Oaks",0.129780719523063,0.339285714285714
"336","6/5/17",5,"New Orleans","LA","New Orleans Jazz & Heritage Festival",0.25098043901593,0.407142857142857
"337","6/5/17",5,"Memphis","TN","Beale Street Music Festival",0.178083641167221,0.717857142857143
"338","6/5/17",5,"New York","NY","Kristen Ann Carr Fund A Night To Remember",0.296064954054355,-0.514285714285714
"339","6/5/17",5,"Louisville","KY","The Kentucky Derby",0.129780719523063,0.339285714285714
"340","7/5/17",5,"New Orleans","LA","New Orleans Jazz & Heritage Festival",0.25098043901593,0.407142857142857
"341","7/5/17",5,"Memphis","TN","Beale Street Music Festival",0.178083641167221,0.717857142857143
"342","8/5/17",5,"New Orleans","LA","Inc. GrowCo Conference",0.323649121938331,-0.221428571428571
"343","9/5/17",5,"New Orleans","LA","Inc. GrowCo Conference",0.323649121938331,-0.221428571428571
"344","9/5/17",5,"Nashville","TN","Gospel Music Association Honors",0.144014397481998,0.225
"345","9/5/17",5,"New York","NY","Varietyäó»s Entertainment & Technology Summit",0.207211103457924,-0.142857142857143
"346","10/5/17",5,"New Orleans","LA","Inc. GrowCo Conference",0.323649121938331,-0.221428571428571
"347","10/5/17",5,"Key West","FL","Key West Songwriteräó»s Festival",2.23374845152643e-18,1
"348","10/5/17",5,"Los Angeles","CA","LA Games Conference",0.187966665303732,0.0285714285714286
"349","10/5/17",5,"Brooklyn","NY","Relix Live Music Conference",0.230719936910038,0.332142857142857
"350","11/5/17",5,"Key West","FL","Key West Songwriteräó»s Festival",2.23374845152643e-18,1
"351","11/5/17",5,"Memphis","TN","Blues Music Awards",0.163115758478938,0.714285714285714
"352","12/5/17",5,"Key West","FL","Key West Songwriteräó»s Festival",2.23374845152643e-18,1
"353","12/5/17",5,"Atlanta","GA","Shaky Knees Festival",0.105284531005549,0.532142857142857
"354","13/5/2017",5,"Key West","FL","Key West Songwriteräó»s Festival",2.23374845152643e-18,1
"355","13/5/2017",5,"Atlanta","GA","Shaky Knees Festival",0.105284531005549,0.532142857142857
"356","14/5/2017",5,"Key West","FL","Key West Songwriteräó»s Festival",2.23374845152643e-18,1
"357","14/5/2017",5,"Atlanta","GA","Shaky Knees Festival",0.105284531005549,0.532142857142857
"358","14/5/2017",5,"Spokane","WA","Musicfest Northwest",-1.23727633908705e-18,0.999106743903916
"359","15/5/2017",5,"Spokane","WA","Musicfest Northwest",-1.23727633908705e-18,0.999106743903916
"360","15/5/2017",5,"Nashville","TN","Music Biz 2017 Convention",0.226307067329577,0.242857142857143
"361","15/5/2017",5,"New York","NY","TechCrunch Disrupt",0.311017967165238,-0.588025257145597
"362","16/5/2017",5,"Spokane","WA","Musicfest Northwest",-1.23727633908705e-18,0.999106743903916
"363","16/5/2017",5,"Nashville","TN","Music Biz 2017 Convention",0.226307067329577,0.242857142857143
"364","16/5/2017",5,"New York","NY","TechCrunch Disrupt",0.311017967165238,-0.588025257145597
"365","17/5/2017",5,"Spokane","WA","Musicfest Northwest",-1.23727633908705e-18,0.999106743903916
"366","17/5/2017",5,"Nashville","TN","Music Biz 2017 Convention",0.226307067329577,0.242857142857143
"367","17/5/2017",5,"New York","NY","TechCrunch Disrupt",0.311017967165238,-0.588025257145597
"368","17/5/2017",5,"Philadelphia","PA","Non COMMvention",0.209313856627168,-0.232142857142857
"369","18/5/2017",5,"Spokane","WA","Musicfest Northwest",-1.23727633908705e-18,0.999106743903916
"370","18/5/2017",5,"Nashville","TN","Music Biz 2017 Convention",0.226307067329577,0.242857142857143
"371","18/5/2017",5,"Philadelphia","PA","Non COMMvention",0.209313856627168,-0.232142857142857
"372","18/5/2017",5,"Durham","NC","Moogfest",0,1
"373","18/5/2017",5,"Brighton","UK","The Great Escape Festival",0,1
"374","18/5/2017",5,"Los Angeles","CA","ASCAP Pop Music Awards",0.21556773773036,0.257142857142857
"375","19/5/2017",5,"Spokane","WA","Musicfest Northwest",-1.23727633908705e-18,0.999106743903916
"376","19/5/2017",5,"Philadelphia","PA","Non COMMvention",0.209313856627168,-0.232142857142857
"377","19/5/2017",5,"Durham","NC","Moogfest",0,1
"378","19/5/2017",5,"Brighton","UK","The Great Escape Festival",0,1
"379","19/5/2017",5,"Gulf Shores","AL","Hangout Festival",0,1
"380","20/5/2017",5,"Durham","NC","Moogfest",0,1
"381","20/5/2017",5,"Brighton","UK","The Great Escape Festival",0,1
"382","20/5/2017",5,"Gulf Shores","AL","Hangout Festival",0,1
"383","20/5/2017",5,"Dana Point","CA","Doheny Blues Festival",0.137301402741165,0.792857142857143
"384","20/5/2017",5,"New York","NY","Vulture Festival",0.123550491235957,-0.0892857142857143
"385","20/5/2017",5,"Baltimore","MD","Infieldfest at The Preakness",0.0247519388708986,1
"386","20/5/2017",5,"Baltimore","MD","The Preakness Stakes",0.0376558981766975,1
"387","21/5/2017",5,"Durham","NC","Moogfest",0,1
"388","21/5/2017",5,"Gulf Shores","AL","Hangout Festival",0,1
"389","21/5/2017",5,"Dana Point","CA","Doheny Blues Festival",0.137301402741165,0.792857142857143
"390","21/5/2017",5,"New York","NY","Vulture Festival",0.123550491235957,-0.0892857142857143
"391","21/5/2017",5,"Las Vegas","NV","Billboard Music Awards",0.214558061618276,-0.217857142857143
"392","23/5/2017",5,"Los Angeles","CA","Digital Hollywood Spring",0.286724942246117,-0.264285714285714
"393","24/5/2017",5,"Los Angeles","CA","Digital Hollywood Spring",0.286724942246117,-0.264285714285714
"394","25/5/2017",5,"Los Angeles","CA","Digital Hollywood Spring",0.286724942246117,-0.264285714285714
"395","25/5/2017",5,"Cumberland","MD","DelFest",0,1
"396","25/5/2017",5,"Liverpool","UK","Liverpool Sound City",0,1
"397","26/5/2017",5,"Cumberland","MD","DelFest",0,1
"398","26/5/2017",5,"Liverpool","UK","Liverpool Sound City",0,1
"399","26/5/2017",5,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"400","26/5/2017",5,"Boston","MA","Boston Calling Music Festival",0.040175994017631,0.996428571428571
"401","26/5/2017",5,"George","WA","Sasquatch! Music Festival",2.78802696462143e-18,1
"402","27/5/2017",5,"Cumberland","MD","DelFest",0,1
"403","27/5/2017",5,"Liverpool","UK","Liverpool Sound City",0,1
"404","27/5/2017",5,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"405","27/5/2017",5,"Boston","MA","Boston Calling Music Festival",0.040175994017631,0.996428571428571
"406","27/5/2017",5,"George","WA","Sasquatch! Music Festival",2.78802696462143e-18,1
"407","27/5/2017",5,"Detroit","MI","Movement Detroit",0.123847455648394,0.485714285714286
"408","28/5/2017",5,"Cumberland","MD","DelFest",0,1
"409","28/5/2017",5,"Liverpool","UK","Liverpool Sound City",0,1
"410","28/5/2017",5,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"411","28/5/2017",5,"Boston","MA","Boston Calling Music Festival",0.040175994017631,0.996428571428571
"412","28/5/2017",5,"George","WA","Sasquatch! Music Festival",2.78802696462143e-18,1
"413","28/5/2017",5,"Detroit","MI","Movement Detroit",0.123847455648394,0.485714285714286
"414","29/5/2017",5,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"415","29/5/2017",5,"Detroit","MI","Movement Detroit",0.123847455648394,0.485714285714286
"416","30/5/2017",5,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"417","31/5/2017",5,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"418","31/5/2017",5,"New York","NY","BookExpo America",0.300455488952179,-0.539285714285714
"419","1/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"420","1/6/17",6,"New York","NY","BookExpo America",0.300455488952179,-0.539285714285714
"421","2/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"422","2/6/17",6,"New York","NY","BookExpo America",0.300455488952179,-0.539285714285714
"423","2/6/17",6,"Cincinnati","OH","Bunbury Music Festival",0.0311084377705924,0.996428571428571
"424","2/6/17",6,"Augusta","NJ","Michael Arnoneäó»s Crawfish Fest",-4.50869891373576e-17,1
"425","2/6/17",6,"Culver City","CA","Newport Beach Jazz Festival",7.44580148756619e-19,1
"426","2/6/17",6,"New York","NY","The Governors Ball Music Festival",0.371969686001549,0.0607142857142857
"427","3/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"428","3/6/17",6,"Cincinnati","OH","Bunbury Music Festival",0.0311084377705924,0.996428571428571
"429","3/6/17",6,"Augusta","NJ","Michael Arnoneäó»s Crawfish Fest",-4.50869891373576e-17,1
"430","3/6/17",6,"Culver City","CA","Newport Beach Jazz Festival",7.44580148756619e-19,1
"431","3/6/17",6,"New York","NY","The Governors Ball Music Festival",0.371969686001549,0.0607142857142857
"432","3/6/17",6,"Philadelphia","PA","Roots Picnic",0.209313830259453,0.414285714285714
"433","4/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"434","4/6/17",6,"Cincinnati","OH","Bunbury Music Festival",0.0311084377705924,0.996428571428571
"435","4/6/17",6,"Augusta","NJ","Michael Arnoneäó»s Crawfish Fest",-4.50869891373576e-17,1
"436","4/6/17",6,"Culver City","CA","Newport Beach Jazz Festival",7.44580148756619e-19,1
"437","4/6/17",6,"New York","NY","The Governors Ball Music Festival",0.371969686001549,0.0607142857142857
"438","4/6/17",6,"New York","NY","Drama Desk Awards",0.216276037644909,-0.421428571428571
"439","5/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"440","5/6/17",6,"New York","NY","A2IM Indie Week",0.18124143087625,-0.303571428571428
"441","5/6/17",6,"New York","NY","Reeperbahn Festival New York Edition",0.0893216800408971,0.210714285714286
"442","6/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"443","6/6/17",6,"New York","NY","A2IM Indie Week",0.18124143087625,-0.303571428571428
"444","6/6/17",6,"New York","NY","Reeperbahn Festival New York Edition",0.0893216800408971,0.210714285714286
"445","6/6/17",6,"Beverly Hills","CA","Gracie Awards Gala",0.171310937566373,0.982142857142857
"446","7/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"447","7/6/17",6,"New York","NY","A2IM Indie Week",0.18124143087625,-0.303571428571428
"448","7/6/17",6,"New York","NY","Reeperbahn Festival New York Edition",0.0893216800408971,0.210714285714286
"449","7/6/17",6,"Brooklyn","NY","Northside Festival",0.132212557837834,0.0392857142857143
"450","7/6/17",6,"Brooklyn","NY","Celebrate Brooklyn! Opening Night Concert & Gala",0.420622194548949,0.721428571428571
"451","7/6/17",6,"Nashville","TN","CMT Music Awards",0.181303774009126,0.148346797395394
"452","7/6/17",6,"Nashville","TN","NASH Country Daily Annual Kick Off Party",0.2932300214086,0.0107142857142857
"453","8/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"454","8/6/17",6,"New York","NY","A2IM Indie Week",0.18124143087625,-0.303571428571428
"455","8/6/17",6,"New York","NY","Reeperbahn Festival New York Edition",0.0893216800408971,0.210714285714286
"456","8/6/17",6,"Brooklyn","NY","Northside Festival",0.132212557837834,0.0392857142857143
"457","8/6/17",6,"Manchester","TN","Bonnaroo Music & Arts Festival",0,1
"458","8/6/17",6,"Nashville","TN","CMA Music Festival",0.287043783334751,0.389285714285714
"459","8/6/17",6,"Eau Claire","WI","Blue Ox Festival",7.77889270410136e-15,1
"460","8/6/17",6,"New York","NY","A2IMäó»s LIBERA Awards",0.216276037644909,-0.421428571428571
"461","9/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"462","9/6/17",6,"Brooklyn","NY","Northside Festival",0.132212557837834,0.0392857142857143
"463","9/6/17",6,"Manchester","TN","Bonnaroo Music & Arts Festival",0,1
"464","9/6/17",6,"Nashville","TN","CMA Music Festival",0.287043783334751,0.389285714285714
"465","9/6/17",6,"Eau Claire","WI","Blue Ox Festival",7.77889270410136e-15,1
"466","9/6/17",6,"Bethel Woods","NY","Mysteryland",0,1
"467","10/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"468","10/6/17",6,"Brooklyn","NY","Northside Festival",0.132212557837834,0.0392857142857143
"469","10/6/17",6,"Manchester","TN","Bonnaroo Music & Arts Festival",0,1
"470","10/6/17",6,"Nashville","TN","CMA Music Festival",0.287043783334751,0.389285714285714
"471","10/6/17",6,"Eau Claire","WI","Blue Ox Festival",7.77889270410136e-15,1
"472","10/6/17",6,"Bethel Woods","NY","Mysteryland",0,1
"473","10/6/17",6,"Hollywood","CA","Playboy Jazz Festival",0.250922449216202,0.0892857142857143
"474","10/6/17",6,"Los Angeles","CA","Producers Guild of Americaäó»s Produced By LA Conference",0.267638921369086,0.303571428571428
"475","10/6/17",6,"Elmont","NY","Belmont Stakes",0,1
"476","10/6/17",6,"Milwaukee","WI","Summerfest Rock äóÖN Sole Run",0.069350129562617,0.485714285714286
"477","11/6/17",6,"Charleston","SC","Spoleto Festival",0.128952215658054,0.528571428571428
"478","11/6/17",6,"Brooklyn","NY","Northside Festival",0.132212557837834,0.0392857142857143
"479","11/6/17",6,"Manchester","TN","Bonnaroo Music & Arts Festival",0,1
"480","11/6/17",6,"Nashville","TN","CMA Music Festival",0.287043783334751,0.389285714285714
"481","11/6/17",6,"Bethel Woods","NY","Mysteryland",0,1
"482","11/6/17",6,"Hollywood","CA","Playboy Jazz Festival",0.250922449216202,0.0892857142857143
"483","11/6/17",6,"Los Angeles","CA","Producers Guild of Americaäó»s Produced By LA Conference",0.267638921369086,0.303571428571428
"484","11/6/17",6,"New York","NY","The Tony Awards",0.216276037644909,-0.421428571428571
"485","12/6/17",6,"Bethel Woods","NY","Mysteryland",5.91342954337622e-17,1
"486","12/6/17",6,"Erin","WI","US Open (Golf)",7.26667359508193e-17,1
"487","12/6/17",6,"Nashville","TN","IMMERSE Conference",0.191413030276621,-0.425
"488","12/6/17",6,"New York","NY","SyncSummit New York",0.181241409916504,0.121428571428571
"489","13/6/2017",6,"Erin","WI","US Open (Golf)",7.26667359508193e-17,1
"490","13/6/2017",6,"Nashville","TN","IMMERSE Conference",0.191413030276621,-0.425
"491","13/6/2017",6,"New York","NY","SyncSummit New York",0.181241409916504,0.121428571428571
"492","13/6/2017",6,"Los Angeles","CA","Electronic Entertainment Expo (E3)",0.270935270492276,0.025
"493","13/6/2017",6,"Beverly Hills","CA","Varietyäó»s Tune In! TV Summit",0.116061152675856,0.442857142857143
"494","14/6/2017",6,"Erin","WI","US Open (Golf)",7.26667359508193e-17,1
"495","14/6/2017",6,"Nashville","TN","IMMERSE Conference",0.191413030276621,-0.425
"496","14/6/2017",6,"Los Angeles","CA","Electronic Entertainment Expo (E3)",0.270935270492276,0.025
"497","14/6/2017",6,"New York","NY","UJA Federation of New York Music Visionary of the Year Award",0.241980182315323,0.4
"498","15/6/2017",6,"Erin","WI","US Open (Golf)",7.26667359508193e-17,1
"499","15/6/2017",6,"Los Angeles","CA","Electronic Entertainment Expo (E3)",0.270935270492276,0.025
"500","15/6/2017",6,"Dover","DE","Firefly Music Festival",0,1
"501","15/6/2017",6,"Telluride","CO","Telluride Bluegrass Festival",0.0254074757975985,0.996428571428571
"502","15/6/2017",6,"New York","NY","Songwriters Hall of Fame Induction Ceremony",0.394928702221653,0.225
"503","16/6/2017",6,"Erin","WI","US Open (Golf)",7.26667359508193e-17,1
"504","16/6/2017",6,"Dover","DE","Firefly Music Festival",0,1
"505","16/6/2017",6,"Telluride","CO","Telluride Bluegrass Festival",0.0254074757975985,0.996428571428571
"506","16/6/2017",6,"Las Vegas","NV","Electric Daisy Carnival",0.225615906572152,-0.453571428571428
"507","16/6/2017",6,"Hunter","NY","Mountain Jam",3.71182901726185e-18,1
"508","16/6/2017",6,"Eau Claire","WI","Eaux Claires Festival",1.75917321765692e-14,0.675
"509","17/6/2017",6,"Erin","WI","US Open (Golf)",7.26667359508193e-17,1
"510","17/6/2017",6,"Dover","DE","Firefly Music Festival",0,1
"511","17/6/2017",6,"Telluride","CO","Telluride Bluegrass Festival",0.0254074757975985,0.996428571428571
"512","17/6/2017",6,"Las Vegas","NV","Electric Daisy Carnival",0.225615906572152,-0.453571428571428
"513","17/6/2017",6,"Hunter","NY","Mountain Jam",3.71182901726185e-18,1
"514","17/6/2017",6,"Eau Claire","WI","Eaux Claires Festival",1.75917321765692e-14,0.675
"515","17/6/2017",6,"Hudson","NY","Clearwateräó»s Great Hudson River Revival Croton on Hudson",0,1
"516","18/6/2017",6,"Erin","WI","US Open (Golf)",7.26667359508193e-17,1
"517","18/6/2017",6,"Dover","DE","Firefly Music Festival",0,1
"518","18/6/2017",6,"Telluride","CO","Telluride Bluegrass Festival",0.0254074757975985,0.996428571428571
"519","18/6/2017",6,"Las Vegas","NV","Electric Daisy Carnival",0.225615906572152,-0.453571428571428
"520","18/6/2017",6,"Hunter","NY","Mountain Jam",3.71182901726185e-18,1
"521","18/6/2017",6,"Hudson","NY","Clearwateräó»s Great Hudson River Revival Croton on Hudson",0,1
"522","21/6/2017",6,"Glastonbury","UK","Glastonbury Festival",0,1
"523","22/6/2017",6,"Glastonbury","UK","Glastonbury Festival",0,1
"524","22/6/2017",6,"Los Angeles","CA","BET Experience",0.296027302196457,-0.285714285714286
"525","23/6/2017",6,"Glastonbury","UK","Glastonbury Festival",0,1
"526","23/6/2017",6,"Los Angeles","CA","BET Experience",0.296027302196457,-0.285714285714286
"527","23/6/2017",6,"Rochester","NY","Rochester International Jazz Festival",7.44573243855801e-19,1
"528","23/6/2017",6,"Chicago","IL","Country Lake Shake",0.229644380118596,-0.35
"529","23/6/2017",6,"North Adams","MA","Solid Sound",3.71182901726696e-18,1
"530","23/6/2017",6,"Waterford","MS","North Mississippi Hill Country Picnic",0,1
"531","24/6/2017",6,"Glastonbury","UK","Glastonbury Festival",0,1
"532","24/6/2017",6,"Los Angeles","CA","BET Experience",0.296027302196457,-0.285714285714286
"533","24/6/2017",6,"Rochester","NY","Rochester International Jazz Festival",7.44573243855801e-19,1
"534","24/6/2017",6,"Chicago","IL","Country Lake Shake",0.229644380118596,-0.35
"535","24/6/2017",6,"North Adams","MA","Solid Sound",3.71182901726696e-18,1
"536","24/6/2017",6,"Waterford","MS","North Mississippi Hill Country Picnic",0,1
"537","24/6/2017",6,"Pasadena","CA","Arroyo Seco Weekend",0,1
"538","24/6/2017",6,"Saratoga","NY","Saratoga Jazz Festival",0,1
"539","25/6/2017",6,"Glastonbury","UK","Glastonbury Festival",0,1
"540","25/6/2017",6,"Los Angeles","CA","BET Experience",0.296027302196457,-0.285714285714286
"541","25/6/2017",6,"Rochester","NY","Rochester International Jazz Festival",7.44573243855801e-19,1
"542","25/6/2017",6,"Chicago","IL","Country Lake Shake",0.229644380118596,-0.35
"543","25/6/2017",6,"North Adams","MA","Solid Sound",3.71182901726696e-18,1
"544","25/6/2017",6,"Pasadena","CA","Arroyo Seco Weekend",0,1
"545","25/6/2017",6,"Saratoga","NY","Saratoga Jazz Festival",0,1
"546","25/6/2017",6,"New York","NY","Summer Fancy Food Show",0.369908306323218,-0.610714285714286
"547","26/6/2017",6,"Rochester","NY","Rochester International Jazz Festival",7.44573243855801e-19,1
"548","26/6/2017",6,"New York","NY","Summer Fancy Food Show",0.369908306323218,-0.610714285714286
"549","26/6/2017",6,"Los Angeles","CA","Anti Piracy and Content Protection Summit",0.313607643397616,-0.157142857142857
"550","26/6/2017",6,"Nashville","TN","K LOVE Fan Awards",0.21816425082975,-0.407142857142857
"551","27/6/2017",6,"Rochester","NY","Rochester International Jazz Festival",7.44573243855801e-19,1
"552","27/6/2017",6,"New York","NY","Summer Fancy Food Show",0.369908306323218,-0.610714285714286
"553","27/6/2017",6,"Los Angeles","CA","Anti Piracy and Content Protection Summit",0.313607643397616,-0.157142857142857
"554","27/6/2017",6,"Nashville","TN","K LOVE Fan Awards",0.21816425082975,-0.407142857142857
"555","28/6/2017",6,"Rochester","NY","Rochester International Jazz Festival",7.44573243855801e-19,1
"556","28/6/2017",6,"Los Angeles","CA","Anti Piracy and Content Protection Summit",0.313607643397616,-0.157142857142857
"557","28/6/2017",6,"Nashville","TN","K LOVE Fan Awards",0.21816425082975,-0.407142857142857
"558","28/6/2017",6,"Milwaukee","WI","Summerfest",0.0392175849095795,0.485714285714286
"559","29/6/2017",6,"Rochester","NY","Rochester International Jazz Festival",7.44573243855801e-19,1
"560","29/6/2017",6,"Milwaukee","WI","Summerfest",0.0392175849095795,0.485714285714286
"561","29/6/2017",6,"Washington","DC","Smithsonian Folklife Festival",0.127057068120356,0.339285714285714
"562","29/6/2017",6,"New Orleans","LA","Essence Music Festival",0.159434577958818,0.696428571428571
"563","30/6/2017",6,"Rochester","NY","Rochester International Jazz Festival",7.44573243855801e-19,1
"564","30/6/2017",6,"Milwaukee","WI","Summerfest",0.0392175849095795,0.485714285714286
"565","30/6/2017",6,"Washington","DC","Smithsonian Folklife Festival",0.127057068120356,0.339285714285714
"566","30/6/2017",6,"New Orleans","LA","Essence Music Festival",0.159434577958818,0.696428571428571
"567","1/7/17",7,"Rochester","NY","Rochester International Jazz Festival",7.44573243855801e-19,1
"568","1/7/17",7,"Milwaukee","WI","Summerfest",0.0392175849095795,0.485714285714286
"569","1/7/17",7,"Washington","DC","Smithsonian Folklife Festival",0.127057068120356,0.339285714285714
"570","1/7/17",7,"New Orleans","LA","Essence Music Festival",0.159434577958818,0.696428571428571
"571","2/7/17",7,"Milwaukee","WI","Summerfest",0.0392175849095795,0.485714285714286
"572","2/7/17",7,"Washington","DC","Smithsonian Folklife Festival",0.127057068120356,0.339285714285714
"573","2/7/17",7,"New Orleans","LA","Essence Music Festival",0.159434577958818,0.696428571428571
"574","2/7/17",7,"Las Vegas","NV","Barbershop Harmony Society International Convention",0.286923163209462,0.146428571428571
"575","3/7/17",7,"Washington","DC","Smithsonian Folklife Festival",0.127057068120356,0.339285714285714
"576","3/7/17",7,"Las Vegas","NV","Barbershop Harmony Society International Convention",0.286923163209462,0.146428571428571
"577","4/7/17",7,"Washington","DC","Smithsonian Folklife Festival",0.127057068120356,0.339285714285714
"578","4/7/17",7,"Las Vegas","NV","Barbershop Harmony Society International Convention",0.286923163209462,0.146428571428571
"579","4/7/17",7,"Milwaukee","WI","Summerfest",0.0392175849095795,0.485714285714286
"580","5/7/17",7,"Las Vegas","NV","Barbershop Harmony Society International Convention",0.286923163209462,0.146428571428571
"581","5/7/17",7,"Milwaukee","WI","Summerfest",0.0392175849095795,0.485714285714286
"582","6/7/17",7,"Las Vegas","NV","Barbershop Harmony Society International Convention",0.286923163209462,0.146428571428571
"583","6/7/17",7,"Milwaukee","WI","Summerfest",0.0392175849095795,0.485714285714286
"584","6/7/17",7,"Washington","DC","Smithsonian Folklife Festival",0.127057068120356,0.339285714285714
"585","6/7/17",7,"Beltsville","MD","Independent Gospel Artist Alliance Conference",9.36228331110689e-17,1
"586","7/7/17",7,"Las Vegas","NV","Barbershop Harmony Society International Convention",0.286923163209462,0.146428571428571
"587","7/7/17",7,"Milwaukee","WI","Summerfest",0.0392175849095795,0.485714285714286
"588","7/7/17",7,"Washington","DC","Smithsonian Folklife Festival",0.127057068120356,0.339285714285714
"589","7/7/17",7,"Beltsville","MD","Independent Gospel Artist Alliance Conference",9.36228331110689e-17,1
"590","8/7/17",7,"Las Vegas","NV","Barbershop Harmony Society International Convention",0.286923163209462,0.146428571428571
"591","8/7/17",7,"Milwaukee","WI","Summerfest",0.0392175849095795,0.485714285714286
"592","8/7/17",7,"Washington","DC","Smithsonian Folklife Festival",0.127057068120356,0.339285714285714
"593","8/7/17",7,"Beltsville","MD","Independent Gospel Artist Alliance Conference",9.36228331110689e-17,1
"594","8/7/17",7,"Queens","NY","Louis Armstrongäó»s Wonderful World Festival",0.169339438961481,0.517857142857143
